,Company/Brand,Stage,Amount,About,Year,Headquarter,Sector,Founded,Investor
1814,OYO,Late-Stage Funding,5000000.0,OYO is a global travel tech company that connects its patrons and guests.,2021,Gurugram,Travel & Tourism,2013.0,Microsoft
1815,Rapido,Other Funding Types,52000000.0,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2021,Bangalore,IT & Technology,2015.0,"Shell Ventures, Yamaha, Kunal Shah"
1816,YPay,Other Funding Types,400000.0,YPay Card is the new way to manage money.,2021,Noida,Financial Services,2017.0,We Founder Circle
1817,SleepyCat,Other Funding Types,3800000.0,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2021,Mumbai,Consumer Goods,2017.0,"Saama Capital, DSG Consumer Partners, Sharrp Ventures"
1818,Ultrahuman,Other Funding Types,17500000.0,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2021,Bangalore,Healthcare & Life Sciences,2020.0,Tiger Global’s Scott Schleifer
1819,UpScalio,Other Funding Types,42000000.0,"UpScalio is India’s next generation, data-driven consumer goods company.",2021,Gurugram,Retail,2021.0,Undisclosed
1820,Yellow Class,Other Funding Types,6000000.0,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2021,Gurugram,Education,2020.0,Elevation Capital
1821,Yojak,Other Funding Types,3800000.0,India’s first B2B online marketplace for building material.,2021,Gurugram,Retail,2019.0,Info Edge Ventures
1822,CreatorStack,Other Funding Types,2000000.0,Helping creators globally to engage deeply with their fans and communities,2021,Bangalore,IT & Technology,2019.0,Accel
1823,Expertrons,Other Funding Types,2300000.0,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021,Mumbai,Education,2019.0,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
1824,Rage Coffee,Other Funding Types,5000000.0,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2021,New Delhi,Consumer Goods,2018.0,Sixth Sense Ventures
1825,Klub,Other Funding Types,20000000.0,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2021,Bangalore,Financial Services,2019.0,"9Unicorns, Sequoia Capital India’s Surge"
1826,Navia Life Care,Other Funding Types,1000000.0,Navia Life Care is a health technlogy company with a special focus on patient care.,2021,New Delhi,Healthcare & Life Sciences,2016.0,"Anicut Angel Fund, 9 Unicorns"
1827,1K Kirana Bazaar,Other Funding Types,7000000.0,India's First and Largest Network of Small-Town Kirana Stores,2021,Gurugram,Retail,2018.0,"Info Edge, FalconEdge"
1828,Zupee,Other Funding Types,30000000.0,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2021,Gurugram,Media & Entertainment,2018.0,"WestCap Group, Tomales Bay Capital"
1829,Locale.ai,Other Funding Types,1000000.0,Location Analytics for Companies With Moving Assets and Ground Operations.,2021,Bangalore,IT & Technology,2019.0,"Chiratae Ventures, Better Capital"
1830,VerSe Innovation,Other Funding Types,450000000.0,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2021,Bangalore,Media & Entertainment,2018.0,"Siguler Guff, Baillie Gifford"
1831,MetroRide,Other Funding Types,3500000.0,"Urban Mobility Affordable, Punctual & Sustainable.",2021,Bangalore,Transportation & Logistics,2020.0,Undisclosed
1832,Miko,Other Funding Types,28000000.0,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2021,Mumbai,Consumer Goods,2015.0,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
1833,Whiz League,Other Funding Types,300000.0,Revolutionizing learning experience that goes beyond academia,2021,New Delhi,Education,2020.0,ITI Growth Opportunities
1834,Hash,Other Funding Types,3500000.0,Hash is a new startup in consumer goods.,2021,New Delhi,Consumer Goods,2020.0,Amrac Investment Trust
1835,Unacademy,Other Funding Types,3500000.0,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2021,Bangalore,Education,2015.0,Bhavin Turakhia
1836,Log 9 Materials,Mid-Stage Funding,8500000.0,Log9 Materials is on a mission to make global energy 100% clean.,2021,Bangalore,IT & Technology,2014.0,Amara Raja Batteries
1837,upGrad,Other Funding Types,25000000.0,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2021,Mumbai,Education,2015.0,India Infoline Finance
1838,FlashPrep,Early-Stage Funding,500000.0,FlashPrep is the smart way to master learning.,2021,Bangalore,Education,2020.0,Venture Highway
1839,Kenko Health,Early-Stage Funding,1700000.0,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021,Mumbai,Financial Services,2019.0,"BEENEXT, Orios"
1840,Wiz Freight,Early-Stage Funding,3500000.0,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2021,Chennai,Transportation & Logistics,2020.0,Axilor
1841,Credgenics,Mid-Stage Funding,25000000.0,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2021,New Delhi,Financial Services,2018.0,"Westbridge Capital, Tanglin Venture Partners"
1842,BlueLearn,Early-Stage Funding,400000.0,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2021,Goa,Education,2020.0,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
1843,NimbleBox.ai,Early-Stage Funding,1000000.0,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2021,Chennai,IT & Technology,2018.0,Venture Catalysts
1844,Pickrr,Mid-Stage Funding,12000000.0,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2021,Gurugram,Transportation & Logistics,2015.0,"IIFL, Amicus Capital, Ananta Capital"
1845,Stellaris Venture Partners,Other Funding Types,225000000.0,Early-stage tech VC in India.,2021,Bangalore,Financial Services,2015.0,Undisclosed
1846,Grip Invest,Mid-Stage Funding,3000000.0,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2021,Gurugram,Financial Services,2020.0,"Venture Highway, Endiya Partners"
1847,Heads Up For Tails,Mid-Stage Funding,37000000.0,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2021,New Delhi,Healthcare & Life Sciences,2008.0,"Verlinvest, Sequoia Capital India"
1848,Blue Tokai Coffee Roasters,Mid-Stage Funding,2000000.0,"Source, roast, and brew India's best single-origin Arabica coffee.",2021,New Delhi,Consumer Goods,2012.0,Anicut Angel Fund
1849,Neeman,Mid-Stage Funding,2000000.0,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2021,Hyderabad,Consumer Goods,2017.0,Sixth Sense Ventures
1850,BharatPe,Late-Stage Funding,370000000.0,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,New Delhi,Financial Services,2018.0,Tiger Global
1851,GoSats,Early-Stage Funding,700000.0,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021,Bangalore,Financial Services,2020.0,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
1852,StockGro,Early-Stage Funding,5000000.0,Making Investment Social- India's First Social Trading Platform,2021,Bangalore,Financial Services,2020.0,"Roots Ventures, Velo Partners"
1853,Onsurity,Mid-Stage Funding,16000000.0,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2021,Bangalore,Healthcare & Life Sciences,2020.0,Nexus Venture Partners
1854,Khabri,Early-Stage Funding,2000000.0,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2021,Gurugram,Media & Entertainment,2017.0,Undisclosed
1855,Celcius,Other Funding Types,500000.0,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2021,Mumbai,Transportation & Logistics,2020.0,"Mumbai Angels Network, Huddle, Lumis Partners"
1856,AyuRythm,Early-Stage Funding,3500000.0,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2021,Bangalore,Healthcare & Life Sciences,2017.0,SucSEED Indovation Fund
1857,Enguru,Early-Stage Funding,3500000.0,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2021,Bangalore,Education,2014.0,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
1858,Rocket Skills,Early-Stage Funding,200000.0,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2021,Gurugram,Education,2020.0,"Better Capital, First Cheque, Titan Capital"
1859,RenewBuy,Late-Stage Funding,10000000.0,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2021,Gurugram,Financial Services,2015.0,Evolvence Capital
1860,Faarms,Early-Stage Funding,2000000.0,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2021,Bangalore,Agriculture,2020.0,Undisclosed
1861,UrbanMatrix Technologies,Other Funding Types,100000.0,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2021,Chennai,Manufacturing,2019.0,SARA ELGI
1862,Jupiter,Mid-Stage Funding,44000000.0,"A digital banking experience that keeps pace with you, and helps master money too.",2021,Mumbai,Financial Services,2019.0,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
1863,Pixuate,Early-Stage Funding,1000000.0,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2021,Bangalore,IT & Technology,2012.0,SucSEED Indovation Fund
1864,Playo,Early-Stage Funding,500000.0,Playo is a one stop destination app for all things sports,2021,Bangalore,Sports,2014.0,ah! Ventures High Tables
1865,Toothsi,Mid-Stage Funding,20000000.0,India’s first and largest at home smile makeover service using invisible aligners.,2021,Mumbai,Healthcare & Life Sciences,2018.0,"Eight Roads Ventures, Think Investments, Mankekar Family Office"
1866,Soothe Healthcare,Late-Stage Funding,10000000.0,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2021,New Delhi,Consumer Goods,2012.0,A91 Partners
1867,Goodmeetings,Mid-Stage Funding,1700000.0,AI-Based Platform Built Exclusively for Remote Selling,2021,Bangalore,IT & Technology,2020.0,Chiratae Ventures
1868,Apnaklub,Early-Stage Funding,3500000.0,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2021,Bangalore,Retail,2020.0,Sequoia’s Surge
1869,ChefKart,Early-Stage Funding,300000.0,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2021,Gurugram,Consumer Goods,2020.0,"Lead Angels, Titan Capital, Pravega Ventures"
1870,Fashinza,Mid-Stage Funding,20000000.0,A new-age supply chain and product development platform for the fashion industry.,2021,Gurugram,Consumer Goods,2020.0,"Accel Partners, Elevation Capital"
1871,Fabheads,Early-Stage Funding,3500000.0,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2021,Chennai,Manufacturing,2015.0,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
1872,QuickShift,Early-Stage Funding,770000.0,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2021,Pune,Transportation & Logistics,2016.0,"Anicut Angel Fund, Axilor Ventures"
1873,StackBOX,Other Funding Types,1200000.0,DISTRIBUTION SIMPLIFIED,2021,Bangalore,Transportation & Logistics,2016.0,"Ecosystem Ventures, CMM group"
1874,MedPrime Technologies,Early-Stage Funding,3500000.0,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2021,Thane,Healthcare & Life Sciences,2014.0,"Mumbai Angels Network, Social Alpha"
1875,infra.market,Late-Stage Funding,125000000.0,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2021,Thane,Manufacturing,2016.0,Tiger Global
1876,CollegeDekho,Mid-Stage Funding,35000000.0,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2021,Gurugram,Education,2015.0,"Disrupt ADQ, QIC"
1877,BOX8,Other Funding Types,40000000.0,India's Largest Desi Meals Brand,2021,Mumbai,Consumer Goods,2012.0,Tiger Global
1878,Simpl,Mid-Stage Funding,40000000.0,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2021,Bangalore,Consumer Goods,2015.0,"Valar Ventures, IA Ventures"
1879,8i Ventures,Other Funding Types,50000000.0,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2021,Mumbai,Financial Services,2018.0,Undisclosed
1880,PayGlocal,Mid-Stage Funding,4900000.0,PayGlocal is a FinTech solving for global payments acceptance,2021,Bangalore,Financial Services,2021.0,Sequoia Capital India
1881,Curefit,Other Funding Types,145000000.0,Tata Digital-backed Curefit,2021,Bangalore,Healthcare & Life Sciences,2016.0,Zomato
1882,Pocket FM,Mid-Stage Funding,22000000.0,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2021,Bangalore,Media & Entertainment,2018.0,"Lightspeed, Times Group, Tanglin Venture Partners"
1883,CHARGE+ZONE,Other Funding Types,10000000.0,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2021,Vadodara,Manufacturing,2018.0,Venture Catalysts
1884,PlanetSpark,Mid-Stage Funding,13000000.0,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2021,Gurugram,Education,2017.0,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
1885,LenDenClub,Mid-Stage Funding,10000000.0,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2021,Mumbai,Financial Services,2015.0,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
1886,CometChat,Mid-Stage Funding,10000000.0,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2021,Mumbai,IT & Technology,2009.0,Signal Peak Ventures
1887,AgroStar,Late-Stage Funding,70000000.0,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021,Pune,Agriculture,2013.0,"Evolvence, Hero Enterprise"
1888,Bizongo,Late-Stage Funding,100000000.0,Bizongo is India’s largest B2B platform for made-to-order products.,2021,Mumbai,IT & Technology,2015.0,Tiger Global
1889,Probus Insurance,Other Funding Types,6700000.0,Probus Insurance is a leading InsurTech platform in India.,2021,Mumbai,Financial Services,2002.0,BlueOrchard Impact Investment Managers
1890,MoEngage,Late-Stage Funding,30000000.0,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021,Bangalore,IT & Technology,2014.0,Steadview Capital
1891,CloudSEK,Mid-Stage Funding,7000000.0,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021,Bangalore,IT & Technology,2015.0,MassMutual Ventures
1892,Exponent Energy,Early-Stage Funding,5000000.0,Simplifying energy for EVs by building a Flexible Energy Stack.,2021,Bangalore,Manufacturing,2020.0,YourNest VC
1893,Trinkerr,Mid-Stage Funding,6600000.0,Trinkerr is India's first social trading platform.,2021,Bangalore,Financial Services,2021.0,Accel India
1894,Zorro,Early-Stage Funding,32000000.0,Pseudonymous social network platform,2021,Gurugram,IT & Technology,2021.0,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
1895,Ultraviolette,Late-Stage Funding,150000000.0,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,Bangalore,Manufacturing,2021.0,"TVS Motor, Zoho"
1896,NephroPlus,Late-Stage Funding,24000000.0,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,Hyderabad,Healthcare & Life Sciences,2009.0,IIFL Asset Management
1897,Unremot,Early-Stage Funding,700000.0,Unremot is a personal office for consultants!,2021,Bangalore,IT & Technology,2020.0,Inflection Point Ventures
1898,FanAnywhere,Early-Stage Funding,3500000.0,Celebrity NFT platform,2021,Bangalore,Financial Services,2021.0,"Oasis Capital, Scorpio VC, DeltaHub Capital"
1899,PingoLearn,Other Funding Types,200000.0,PingoLearn offers language learning courses with snackable videos.,2021,Pune,Education,2021.0,"Titan Capital, Haresh Chawla, AngelList Syndicate"
1900,Spry,Early-Stage Funding,1500000.0,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,Mumbai,Media & Entertainment,2021.0,"9Unicorns, Ashneer Grover"
1901,Enmovil,Early-Stage Funding,1300000.0,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,Hyderabad,IT & Technology,2015.0,Anicut Angel Fund
1902,ASQI Advisors,Early-Stage Funding,1000000.0,Bringing Blockchain technology intro mainstream finance!,2021,Mumbai,Financial Services,2019.0,Founders Room Capital
1903,Insurance Samadhan,Early-Stage Funding,725000.0,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,New Delhi,Financial Services,2018.0,"9Unicorns, ZNL"
1904,Evenflow Brands,Other Funding Types,500000.0,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021,Mumbai,Consumer Goods,2020.0,Undisclosed
1905,MasterChow,Early-Stage Funding,461000.0,A ready-to-cook Asian cuisine brand,2021,Hauz Khas,Consumer Goods,2020.0,WEH Ventures
1906,Fullife Healthcare,Late-Stage Funding,22000000.0,Primary Business is Development and Manufacture of sports nutrition and supplements,2021,Mumbai,Healthcare & Life Sciences,2009.0,Morgan Stanley Private Equity Asia
1907,MoEVing,Early-Stage Funding,5000000.0,"Vikash Mishra, Mragank Jain",2021,Gurugram,Manufacturing,2021.0,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi"
1908,Pristyn Care,Late-Stage Funding,96000000.0,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2021,Gurugram,Healthcare & Life Sciences,2018.0,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
1909,Plix,Mid-Stage Funding,5000000.0,Plant-based nutraceutical firm,2021,Mumbai,Healthcare & Life Sciences,2018.0,"Guild Capital, RPSG Capital Ventures"
1910,Uni Cards,Mid-Stage Funding,70000000.0,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2021,Bangalore,Financial Services,2020.0,"General Catalyst, Eight Roads Ventures, Elevation Capital"
1911,Practically,Other Funding Types,5000000.0,An experiential learning app for grades 6th to 12th.,2021,Hyderabad,Education,2018.0,"NB Ventures, Earlsfield Capital"
1912,Nestasia,Mid-Stage Funding,4000000.0,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2021,Kolkata,Retail,2018.0,"Varun Alagh, Sahil Barua"
1913,Vedic Cosmeceuticals,Mid-Stage Funding,32000000.0,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2021,Noida,Consumer Goods,2002.0,Sixth Sense Ventures
1914,Juspay,Late-Stage Funding,60000000.0,Enable frictionless payments for the billion Indians.,2021,Bangalore,Financial Services,2012.0,SoftBank Vision Fund 2
1915,TranZact,Mid-Stage Funding,7000000.0,A mission to digitize millions of Indian SMEs so they can grow better.,2021,Mumbai,IT & Technology,2017.0,"Tribe Capital, Prime Venture Partners"
1916,Atomberg,Other Funding Types,20000000.0,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2021,Mumbai,Consumer Goods,2012.0,Jungle Ventures
1917,Ola,Other Funding Types,500000000.0,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2021,Bangalore,Transportation & Logistics,2010.0,Marquee international institutional investors
1918,Mohalla Tech,Late-Stage Funding,266000000.0,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2021,Bangalore,Media & Entertainment,2015.0,Alkeon Capital
1919,Stack,Early-Stage Funding,4500000.0,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2021,Bangalore,Financial Services,2020.0,"Y Combinator, Harvard Management"
1920,PropReturns,Other Funding Types,1200000.0,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2021,Mumbai,Real Estate,2020.0,"Y Combinator﻿, ﻿Goodwater Capital"
1921,WeSkill,Early-Stage Funding,4000000.0,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2021,Gurugram,Education,2020.0,"Shrishti Sahu, Umang Vohra"
1922,Fitpage,Other Funding Types,300000.0,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2021,Mumbai,Healthcare & Life Sciences,2020.0,"Astra Ventures, Gaurav Jaitly"
1923,ShopMyLooks,Other Funding Types,200000.0,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021,Noida,IT & Technology,2021.0,"Capital A, Collective Artists Network"
1924,ByteLearn,Early-Stage Funding,9500000.0,AI powered teaching assistant for 100 Mn teachers across the world,2021,Noida,Education,2021.0,"Aditya Singhal, Nishant Sinha"
1925,Dista,Early-Stage Funding,1200000.0,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2021,Pune,IT & Technology,2017.0,Pentathlon Ventures
1926,OfBusiness,Other Funding Types,325000000.0,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2021,Gurugram,Financial Services,2015.0,"Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II"
1927,Bizongo,Late-Stage Funding,100000000.0,izongo is India’s largest B2B platform for made-to-order products.,2021,Mumbai,Retail,2015.0,Tiger Global
1928,FRND,Mid-Stage Funding,6500000.0,FRND is an audio dating app for Bharat,2021,Bangalore,Media & Entertainment,2019.0,KRAFTON
1929,Metadome,Early-Stage Funding,4000000.0,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2021,Bangalore,IT & Technology,2017.0,"Chiratae Ventures, Lenskart Vision Fund"
1930,Keka HR,Other Funding Types,1600000.0,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2021,Hyderabad,IT & Technology,2014.0,Recur Club
1931,The Gourmet Jar,Other Funding Types,150000.0,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2021,Noida,Consumer Goods,2012.0,DevX Venture Fund
1932,Flo Mobility,Other Funding Types,400000.0,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2021,Bangalore,Manufacturing,2019.0,"DevX Venture Fund, Blume Founder Fund"
1933,Yodacart,Early-Stage Funding,225000.0,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2021,Thane,Retail,2019.0,Ajith Daneil
1934,TheHouseMonk,Other Funding Types,5000000.0,A complete property management software platform for team&customers.,2021,Bangalore,Real Estate,2019.0,Aurum Proptech
1935,Zepto,Other Funding Types,100000000.0,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021,Bangalore,Retail,2021.0,Y-Combinator
1936,Sirona Hygiene,Other Funding Types,10000000.0,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",2021,New Delhi,Healthcare & Life Sciences,2015.0,The Good Glamm Group
1937,Jumbotail,Late-Stage Funding,85000000.0,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2021,Bangalore,Retail,2015.0,Invus
1938,Captain Fresh,Mid-Stage Funding,40000000.0,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2021,Bangalore,Transportation & Logistics,2019.0,"Tiger Global, Prosus Ventures"
1939,Deciwood,Other Funding Types,200000.0,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2021,New Delhi,Consumer Goods,2018.0,"Shuru Up, Ankit Kedia, Arun Gupta"
1940,Kohbee,Early-Stage Funding,235000.0,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2021,Bangalore,Education,2019.0,"Ankit Mehrotra, Saurabh Aggarwal"
1941,Perfora,Early-Stage Funding,260000.0,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021,Gurugram,Consumer Goods,2021.0,Sauce.vc
1942,Unbox Robotics,Mid-Stage Funding,7000000.0,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2021,Pune,Transportation & Logistics,2019.0,"3one4 Capital, Sixth Sense Ventures"
1943,Ninety One,Mid-Stage Funding,30000000.0,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2021,Ahmedabad,Consumer Goods,2015.0,A91 Partners
1944,Gobillion,Early-Stage Funding,2900000.0,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2021,New Delhi,Retail,2020.0,"YCombinator, Justin Mateen, Pioneer Fund"
1945,RIPPLR,Mid-Stage Funding,12000000.0,India’s first Plug-n-Play distribution ecosystem for brands,2021,Bangalore,Transportation & Logistics,2019.0,"Sojitz Corporation, Stride Ventures"
1946,SK Finance,Late-Stage Funding,53000000.0,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,2021,Jaipur,Financial Services,1994.0,"IIFL Wealth, TPG Growth, Norwest Venture Partners"
1947,Eggoz,Mid-Stage Funding,3500000.0,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2021,Gurugram,Consumer Goods,2017.0,"Nabventures, Avaana Capital"
1948,Fabriclore,Early-Stage Funding,700000.0,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2021,Jaipur,Consumer Goods,2016.0,"Fluid Ventures, Mulberry Silks"
1949,Veefin,Other Funding Types,3000000.0,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2021,Mumbai,IT & Technology,2010.0,Rajesh Rajendran
1950,Verandah,Early-Stage Funding,1000000.0,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2021,Mumbai,Consumer Goods,2011.0,"Mike Novogratz, Neeraj Arora"
1951,Karkinos Healthcare,Other Funding Types,3500000.0,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2021,Mumbai,Healthcare & Life Sciences,2020.0,Reliance Digital Health
1952,OWO Technologies,Early-Stage Funding,3000000.0,An ecommerce startup offering online beverages and packaged drinking water,2021,Gurugram,Consumer Goods,2020.0,Undisclosed
1953,EsportsXO,Early-Stage Funding,1100000.0,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2021,Bangalore,Media & Entertainment,2020.0,We Founder Circle
1954,Zorgers,Other Funding Types,3500000.0,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,2021,Mohali,Healthcare & Life Sciences,2013.0,Ritu Marya Family Office.
1955,BangDB,Other Funding Types,3500000.0,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,2021,Bangalore,IT & Technology,2015.0,Ten Innovate
1956,Neobank Jupiter,Late-Stage Funding,86000000.0,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,2021,Mumbai,Financial Services,2019.0,"Tiger Global, Sequoia Capital"
